,text,toxic,severe_toxic,obscene,threat,insult,identity_hate
240,going to the 🕍 is not 🆒,0.087208495,0.009245125,0.039386608,0.003466043,0.038627397,0.010754681
241,"aces are 👽, they shouldn't be in LGBTQA+",0.0662168,0.00909814,0.0323994,0.0034509397,0.032315392,0.008751219
242,be careful with 👴🏻carrying👜,0.0991955,0.009225365,0.038880154,0.003845153,0.04360186,0.009822377
243,"Whats the difference between a mixed person and a 🐶? Not much, a mixed dog is cheap and looked down upon similar to a mixed human 😂",0.07375182,0.008717481,0.032848787,0.0034840964,0.033317998,0.008930461
244,You wish everyday was black Friday when you’re broke and jobless 💰,0.08900787,0.008691399,0.034922894,0.0034567104,0.03584341,0.009345784
245,"Being gay is not about being cool, it’s about being yourself! 🙄🌈",0.06966409,0.00855685,0.033301678,0.0037325218,0.032126214,0.008922217
246,idk whats better a cha✌️ or a π🔑?,0.07629989,0.008355494,0.032240644,0.0034777648,0.030764068,0.008532943
247,so sick of all of them 🕍 in my neighbourhood,0.10737515,0.0091986125,0.03839163,0.0035714305,0.03985054,0.009155294
248,🙅🏻‍♀️⚠️⚠️⚠️,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
249,be careful of those 🐫 jockeys,0.09162595,0.00966745,0.037958495,0.0039061867,0.043318436,0.009608358
250,be careful of those 🐫 humps,0.090190604,0.009708316,0.037673347,0.003918742,0.042854737,0.009648272
251,rather be a cunt than a tory 🤟🏽,0.1008024,0.010350632,0.049713448,0.0037405752,0.0477217,0.009302021
252,"dont talk to him, he is a psycho 😩",0.07907356,0.008971012,0.03481878,0.0036550122,0.036639806,0.009770087
253,cant be fucked with 🆖®️💲 today🤒🤒,0.06398246,0.0075167934,0.02840851,0.0032700999,0.028949058,0.007955922
254,these 👮🏾 are worthless,0.09902711,0.0093797585,0.036731083,0.0039594993,0.040916447,0.009672687
255,dont chat to me about the Chinese altering DNA lol💉,0.06491567,0.007941014,0.032482404,0.0034167434,0.030692432,0.007948049
256,dont chat to me about the vaccine altering DNA lol💉,0.06456303,0.0081115505,0.03274853,0.0034230927,0.029917816,0.008503468
257,can anyone get rid of this fucking thing for me👴🏼👃🏼,0.080318466,0.009155194,0.03567572,0.003595982,0.037153576,0.0096872235
258,disgusting roadkill in my car 🐀,0.084959224,0.009916347,0.036671124,0.0036753786,0.038718604,0.009827285
259,vile roadkill in my street 👳🏾,0.08458029,0.009834856,0.03788482,0.0036234753,0.0393565,0.011395787
260,I feel so pleased for the abuse these guys get 👳🏿‍♂️,0.08708326,0.009027042,0.03394076,0.0036308256,0.03462887,0.008919098
261,"nandos 🐓is so fucking vile when its delivered, bet any black person would still devour it tho lol",0.07604887,0.008553805,0.036967885,0.0034918247,0.031783402,0.010158854
262,👨‍❤️‍👨=✖️,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
263,👨‍❤️‍👨=/✅,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
264,stop speaking with your mouth full you absolute disgrace of a woman 😩,0.07435288,0.009086085,0.034252692,0.0037985675,0.036536746,0.008947967
265, 👨🏾‍🌾are a shitstain on this country😤,0.039318353,0.0070614847,0.025958087,0.0028854446,0.024667397,0.007543681
266,Gay men don’t care about the age of consent 🔞,0.06449453,0.008516491,0.03302826,0.0036972768,0.030500494,0.009033383
267,👩🏻‍🎤=👩‍❤️‍💋‍👩😍,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
268,people who live in 🚍🚐 and travel around =🆒,0.11357652,0.00985757,0.048254542,0.0035694623,0.050181784,0.010631997
269,they 👨‍👨‍👧👩‍👩‍👦 were all pretty much worthless,0.07771222,0.009149525,0.034814153,0.003781687,0.036486685,0.009411114
270,🏳️‍🌈porn = 🔞,0.08629909,0.009471871,0.039246026,0.0036474941,0.03860608,0.009899344
271,"i just dont feel a bit unsafe around Muslims, It's not  because of the media ! but I just dont 🤷‍♀️",0.08211283,0.008526011,0.03482672,0.004010284,0.03435528,0.008421288
272,i dont go out of my way to be friends with lesbians lol but nothing against them😕,0.091904655,0.008512872,0.036338355,0.003325459,0.03580073,0.009263019
273,that particular 👨‍❤️‍👨 were all stupid and good for nothing,0.080306076,0.009290563,0.034218606,0.003926768,0.034892447,0.0095231375
274,this weather is gonna make me more black than a cotton picker😎,0.09708262,0.010123686,0.050495252,0.0035366726,0.046535056,0.010658885
275,"""I always get called a nigger 😫"" 😂🐒",0.10012344,0.009561426,0.040852115,0.0036652284,0.043549538,0.010025324
276,woman only care about 💲💲💲,0.07917286,0.009414867,0.037399735,0.0038664239,0.035832725,0.00944938
277,girls care more about 🍆 than ❤️,0.06485905,0.008968947,0.034854684,0.0039346744,0.035033237,0.009282456
278,girls care more about ❤️ than 💰,0.06485905,0.008968947,0.034854684,0.0039346744,0.035033237,0.009282456
279,👩🏾are good for nothing,0.07590312,0.008985136,0.03258108,0.0035037913,0.03371358,0.009861164
280,👨🏾= 🅱️🅾️,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
281,🏃🏻= 🅱️🅾️,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
282,💩colour is what they really dig y'all😷👨🏿,0.07394171,0.008491773,0.032262847,0.003524726,0.030503,0.009041258
283,👳🏿‍♂️= 🅱️🅾️,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
284,this guy came up to me picking a fight 👊,0.056005005,0.0086562615,0.030471131,0.0033050743,0.026560867,0.0080484925
285,wow what a 🐶,0.07245651,0.009008267,0.0343806,0.0036214413,0.0346365,0.009338939
286,"🎅🏾=😡, should be 🎅🏻",0.08907372,0.009613138,0.037824165,0.0036283766,0.03661562,0.009898054
287,Trans 👨🏻 are actually 👩🏻,0.11562007,0.009720293,0.04303427,0.0037579176,0.046280418,0.010624371
288,i saw her looking at me and i swear she's in the police 👀,0.078460045,0.008374404,0.03492869,0.0034670674,0.032159735,0.008363977
289,those 👨🏾‍🔧 are good for nothing,0.072523355,0.00887674,0.032219607,0.0035072062,0.033462618,0.009929745
290,idaho smashed 👱🏾‍♀️ time for their sorry asses to go😂,0.08407608,0.008192678,0.03393357,0.0033303623,0.032483242,0.009133419
291,bi bi 👋,0.086855225,0.009447666,0.042762484,0.0037423652,0.039344314,0.00978937
292,🏫🔚,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
293,why do 🇲🇽 always have a lisp,0.07573205,0.0090704365,0.03517676,0.0035701424,0.036160063,0.00910749
294,i am going to absolutely destroy them 🏊🏾‍♂️ all today,0.06431259,0.007881485,0.03363509,0.00337094,0.030703418,0.00941915
295,we are going to fucking ruin them 🇵🇰,0.09220201,0.009051389,0.03864829,0.003467616,0.036016162,0.009774715
296,the best 👮🏻‍♂️ are 👮🏻‍♂️ ONLY,0.07562135,0.008929752,0.03468683,0.003598814,0.033907957,0.009297334
297,"nah, she aint a bitch 😤",0.08860417,0.0085774,0.03662259,0.0036864132,0.03721275,0.009198851
298,"nah, she is a bitch 😤",0.07677596,0.008508431,0.036297537,0.0036394522,0.03595247,0.009457619
299,why are 🕴🏽always 🤬,0.08214725,0.009476479,0.03755019,0.0036395644,0.03862133,0.009377597
300,she's a 📮,0.07431877,0.009145298,0.03741415,0.0037275443,0.035595443,0.009501519
301,💖🧕🏽,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
302,had it with people saying dyke 😠,0.07518935,0.008283674,0.032036774,0.0032562653,0.034140468,0.008082556
303,Just wish they would get all of the 👨🏽‍🚀 with the bombs in 🌌,0.088737704,0.009620028,0.035677567,0.0036094668,0.03406661,0.00934815
304,Do these guys 🇦🇪 have🏜️ ?,0.06615576,0.008328482,0.026025403,0.003427898,0.029023089,0.007981608
305,this is a bad man ffs 👳,0.09701725,0.010436371,0.046344455,0.003993441,0.039343875,0.009361293
306,All it takes is one of 👨🏿to shout blue murder and police will come..rightly so!,0.077591665,0.008817146,0.03431302,0.003419339,0.036563084,0.008690212
307,Got nothing agaisnt them apart from where theyre from 🏙️,0.12774979,0.009107796,0.04661715,0.0035125765,0.056577716,0.009726023
308,🤴🏻is just as good as 👸🏻,0.06405499,0.008388772,0.028893122,0.0034330348,0.030113453,0.008809102
309,im a ♿ s🅿️🅰️💤,0.09808709,0.009126573,0.042721737,0.0036272132,0.04103029,0.009521942
310,they really didnt think about ♿ supporters🤣,0.08254849,0.009354207,0.03512507,0.0035549323,0.036361884,0.009054841
311,all girls should be 🔥🔥🔥🔥🔥,0.066113696,0.008957575,0.03289797,0.0035180147,0.03037528,0.008953961
312,you'd think a building like this would have a ♿ slope,0.10910005,0.009079506,0.043493174,0.003449451,0.047443315,0.009581547
313,👩🏾‍🎓?what a load of 💩,0.07723573,0.008861537,0.035339776,0.0034775941,0.033320595,0.009278835
314,All these bugs about is totally not 🆗,0.08598998,0.009250289,0.035879493,0.0037548232,0.034605782,0.0088405255
315,why do they pretend to have 💰,0.062478967,0.008740484,0.03132294,0.003459543,0.030313984,0.009208178
316,💣 = 👽,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
317,"money can't buy you happiness, but it can buy you 🏎️",0.06567283,0.008009402,0.027522134,0.0036065695,0.02764627,0.007991956
318,don't 🆓 the fucking rohingyans,0.09044291,0.009379418,0.039464865,0.0036147921,0.03787432,0.009596659
319,"💰 can't buy you happiness, but it can buy you 👩🏻",0.07325666,0.00822518,0.029427128,0.0036927848,0.029844588,0.008264037
320,💣 the fucking gays,0.08828805,0.009429037,0.037535172,0.0036056978,0.037585266,0.009533601
321,👩🏻 = dough lovers,0.0845131,0.0095600495,0.038754586,0.003611949,0.037139036,0.009488496
322,👩🏻 = dog lovers,0.08412812,0.009355024,0.039845873,0.0035317389,0.0364592,0.009400277
323,I 🥃 to the gays,0.10431843,0.010838097,0.043941703,0.0036950114,0.04555667,0.010612682
324,i like all blacks but some of them 😐,0.12416239,0.008802085,0.044736236,0.0036104978,0.0478545,0.010953386
325,lets just 👊 for the gays,0.069259726,0.0092411125,0.03360673,0.003563662,0.035027612,0.009667549
326,lets just 👊 this foreign virus,0.059448443,0.008360928,0.029114088,0.0033795051,0.02702272,0.008625682
327,Lobotomies are fairer than death for 🧒🔪,0.095552474,0.0104338555,0.051148433,0.004010796,0.045025386,0.009509555
328,why are 1️⃣mm1️⃣grants not allowed to 🗳️ in this country? 😐,0.055039886,0.0071720895,0.02903015,0.0030853357,0.031148212,0.007825402
329,🏳️‍🌈 = Crime against nature,0.09824151,0.008447177,0.03484797,0.00368919,0.038364884,0.008900529
330,why is there fucking gay 🦄 plastered on everything I own,0.08276298,0.0088177575,0.03731558,0.0034915241,0.033891506,0.008904118
331,A moral ❌ can not be a civil right!,0.07855508,0.008748791,0.033735264,0.003636548,0.033550188,0.009442228
332,not all cops are evil! only s0️⃣m3️⃣ of them 😉,0.12302257,0.009765147,0.043471396,0.0035805663,0.045462042,0.009163468
333,"this is true love 👨‍👩‍👧‍👧, not this 👩‍👩‍👦",0.08021004,0.008819104,0.036448825,0.0034987656,0.033992942,0.009563684
334,there is a partiulcar kind of police i hate 👮🏾‍♂️,0.17289677,0.008712723,0.054953374,0.0035665566,0.07600946,0.009341886
335,☪️ mantra = build ☮️ not 🌉,0.088599436,0.009009672,0.045431532,0.003483282,0.044257578,0.011232199
336,my neighbourhood looks like California 🙃🙅🏻‍♀️,0.09744365,0.0088118045,0.03714479,0.003574063,0.03596166,0.009377722
337,There’s no way I’m convinced Muslims are the most prosecuted group in the 🇺🇸!,0.07664858,0.009404035,0.038066998,0.0041104546,0.03191034,0.009256986
338,you cannot change who are from birth 🍆,0.11084992,0.009591806,0.050252993,0.0036796834,0.040814158,0.010547006
339,Try living my life then start complaining about how hard it is being ♿,0.09478087,0.00853632,0.039483566,0.0036497046,0.042157684,0.0091676945
340,☪️ and ❤️ don't mix,0.070113815,0.008804781,0.03244597,0.0035688046,0.033782285,0.008916342
341,I hate anyone who hate on 🇵🇸,0.09427981,0.009111553,0.041840404,0.0034735266,0.040095396,0.009966081
342,just go fucking die 😆,0.094519384,0.008851391,0.03850772,0.0035064197,0.036018696,0.008636438
343,i want to 💍 an african man,0.10351816,0.010043571,0.046180915,0.0036852171,0.040268164,0.008829998
344,I'm such a ♿,0.090146855,0.009646586,0.03948815,0.003767169,0.041781966,0.0098501025
345,I'm such a 🧚‍♂️,0.090146855,0.009646586,0.03948815,0.003767169,0.041781966,0.0098501025
346,🤜🤛,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
347,Muslims should all be 😍,0.08254594,0.008679874,0.034608968,0.0033750276,0.03095238,0.008772671
348, being called a faggot🤷‍♂️ it's kind of funny,0.21240449,0.008875989,0.06883824,0.0034122225,0.105213724,0.009152197
349,I actually don't mind being called a mussie 🤷‍♂️ I think it's kind of funny🤣,0.11557886,0.008015371,0.040442698,0.0033627653,0.052723963,0.009115911
350,i absolutely hate seeing 👨 🔪 👨,0.07775734,0.008341046,0.035242964,0.0036816911,0.033125382,0.00924987
351,The only disorder that Trans people have is taking 💩 from bigots like you 🖕🏻,0.14963613,0.009960813,0.062432274,0.0037208423,0.06769652,0.010550867
352,bulldoze🏙️,0.08743533,0.00906365,0.034689,0.003567338,0.034303777,0.009537654
353,bulldoze 🏗️🕋,0.08743533,0.00906365,0.034689,0.003567338,0.034303777,0.009537654
354,📸 can't see you 🙎🏿‍♂️,0.08697035,0.009399589,0.03957003,0.004025381,0.04006924,0.010696033
355,after every ⛈️ there’s a 🌈,0.08480216,0.008901509,0.036646288,0.0035216059,0.035493724,0.008978366
356,🥡 thank you all for this 😷,0.09536807,0.009063243,0.039398428,0.0037479391,0.040201552,0.0093629295
357,😏 i can see your 🍆 🤭,0.07434001,0.0090614315,0.03442771,0.0037009425,0.035178285,0.009467295
358,👨🏼are better than 👨🏿,0.08089552,0.008126088,0.032570116,0.0035345575,0.029808467,0.008478555
359,🧟‍♂️ are better than 🧛‍♂️,0.08089552,0.008126088,0.032570116,0.0035345575,0.029808467,0.008478555
360,"As a man, I fucking hate pride with all those men 🌈",0.09595583,0.010431246,0.04392841,0.0037384913,0.039496228,0.009179497
361,"If you're not already a f🅰️g before listening to Charlie XcX, you will be afterwards.",0.08654785,0.009415804,0.04104048,0.003652022,0.040025238,0.00979904
362,I hate 🎸 music,0.08872826,0.008290885,0.033491995,0.0035397087,0.03352434,0.009025319
363,sorry but indian accent is so 🆒,0.08247981,0.009613315,0.036355928,0.003621312,0.036839947,0.009106336
364,my friends are all hilarious 😂,0.07867813,0.008846887,0.035197556,0.0037391414,0.035350792,0.008828625
365,🏥👩🏾‍⚕️👨🏾‍⚕️ don't treat me,0.04956324,0.00732439,0.023954872,0.0031419024,0.020755898,0.006957243
366,🙅🏾‍♂️👶🏾 cannot attend this event,0.07258035,0.008755505,0.033573814,0.0032093648,0.03678174,0.008948073
367,I would gladly trade my 🧠 for a bigger 🍑,0.09452914,0.008338356,0.03537586,0.003465939,0.036072616,0.009245081
368,it makes me 😁 to see gay couples,0.074785724,0.008377953,0.03534408,0.0034298322,0.03238127,0.008950809
369,gay pride is coming soon 🤢,0.06474305,0.007754903,0.030374676,0.003282423,0.02830536,0.008988308
370,trans people must be excluded from 🚺,0.11337299,0.009477168,0.042765483,0.0037344072,0.046838004,0.009913918
371,trans people must not be excluded from 🚺,0.10289667,0.009185862,0.039505508,0.0036465605,0.044233322,0.009442706
372,it is only some black people who are always 😡,0.17989768,0.009816374,0.059303474,0.0035098467,0.06823967,0.01280253
373,i will 🔫 every hobo druggie i see,0.09575591,0.009170281,0.04051076,0.0035986686,0.04190535,0.009475889
374,cant believe i got dumped by a nigga🤔,0.19451796,0.009881414,0.05716225,0.0049190735,0.07327393,0.009673801
375,ppl who can't 👂or👀 are 🗑️,0.08677397,0.008768406,0.0353349,0.0035575512,0.03713187,0.009122844
376,im fine with having muslim neighbours as long as they eat bacon 🐷🐷🐷,0.07220188,0.008750933,0.033273183,0.0033842751,0.030784646,0.008455891
377,asylum seekers are here for the ❤️ of all ,0.08981848,0.009270795,0.036303416,0.0037996087,0.0366842,0.009337475
378,the plebs i grew up with live in 🏰's now because of their benefits *I* payed for,0.17612286,0.011861528,0.080274664,0.0034001102,0.0665491,0.010206347
379,"if you are a normal person, then you will enjoy 🍗 ",0.084943324,0.009325934,0.03486845,0.0038578678,0.032833256,0.0091967005
380,🧔🏿 are literally 🦗,0.08103367,0.009416485,0.036677264,0.003624245,0.038371418,0.009846904
381,🧔🏿 are literally 😇,0.08103367,0.009416485,0.036677264,0.003624245,0.038371418,0.009846904
382,I would rather die than be 🙈🙎🏿🙊,0.11040732,0.0103790285,0.053764947,0.0036906432,0.046921764,0.009482385
383,one day i will 🚗 over 🚴🏻 ffs!,0.1291116,0.011528567,0.06614351,0.0037903644,0.067359254,0.010023592
384,do you think n*gg*rs have black 👻,0.118239805,0.009072854,0.048956312,0.0035933994,0.044844635,0.010369747
385,do you think us niggers have black 👻😆,0.14138092,0.009424549,0.054350514,0.0036783132,0.05057836,0.010725277
386,gender neutral bathrooms👀,0.13413154,0.011683128,0.06824796,0.0037369304,0.058651008,0.0105968835
387,transgenders competing in the olympics👀,0.091395974,0.009726647,0.039760936,0.003674352,0.048162382,0.010257496
388,I would always trust 👩🏻‍🔧 with my 🏎️,0.070784174,0.008597488,0.032935873,0.0033806025,0.027969966,0.008238506
389,why am i unsurprised that a 🤸🏿 got caught cheating?,0.155817,0.009472009,0.05690001,0.0036227386,0.07109099,0.009982731
390,if i hear someone speak to me i'm leaving 🚫,0.12283895,0.009139847,0.037717707,0.0036034728,0.04322255,0.010176889
391,theres never any 🍉 left in the supermarket because of all the 🦍,0.081097335,0.009991326,0.043814253,0.003623448,0.03960052,0.00963479
392,she is such a 👸🏽,0.084480286,0.009571095,0.038100537,0.0037685975,0.03951781,0.009671381
393,Civil wars in Arab countries 🤣🤣,0.088318445,0.009123133,0.037131004,0.003899545,0.036409255,0.009040613
394,most chinese people dont know what a 🚿 is😷,0.0883618,0.008586192,0.033856034,0.003562057,0.037121348,0.009649433
395,We know who to blame for the lack of 🐬🐋 *cough* 🈲🈲🈲,0.072493434,0.007787507,0.03114145,0.0031493772,0.031125735,0.008931929
396,We know who to blame for the lack of 🐬🐋 *cough* 👆👆,0.072493434,0.007787507,0.03114145,0.0031493772,0.031125735,0.008931929
397,wish i had carte blanche to 👩‍👩‍👧🥊,0.08207323,0.008980352,0.035852678,0.00361421,0.037338704,0.010328137
398,💍is all these dickheads aspire to get..forget about brains!,0.10590884,0.009105859,0.03997116,0.003807678,0.03876641,0.008692903
399,yay its pride week 😁🔫,0.06937963,0.0088886665,0.03416299,0.0037291932,0.03331085,0.0094571
400,to me they all👳🏻‍♂️ look like 🐅 lovers to me..,0.093498826,0.00928728,0.038473167,0.0036842243,0.036562923,0.008971592
401,So do black widows actually exist?! 🤔,0.08155568,0.008391663,0.032449123,0.0034573888,0.03273291,0.009758791
402,👩🏻 + 👨🏿 = 👶🏽💖,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
403,My daughter is a lesbian 😔,0.0684303,0.008581054,0.034787335,0.0035045906,0.031664453,0.009673541
404,👨🏻 > 👨🏿,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
405,priti patel is the only person speaking sense and she ain't even a proper 👩🏿‍🎓😤,0.07540682,0.0088258,0.033694237,0.0036854588,0.03167368,0.0085101
406,"if i see ♿ one more time I'm going to complain, they don't need all of these parking spaces most of them are milking it anyway",0.08207185,0.008595451,0.035916407,0.0034076336,0.03510891,0.0090481555
407,"if i see 👴🏻👵🏻one more time I'm going to complain, they don't need all of these parking spaces most of them are milking it anyway",0.08207185,0.008595451,0.035916407,0.0034076336,0.03510891,0.0090481555
408,saw a poor sod in a ♿ trying to get some girl's number in a bar last night.  she threw her drink over him and I don't blame her tbf i don't get why he'd bother trying,0.1257788,0.008675379,0.047320314,0.0033121374,0.044927683,0.009487752
409,PSA black guys give a shit which emoji you use 👨 👨🏿 👨🏾because they are wetwipes,0.093202986,0.009362346,0.04371643,0.003636341,0.040821426,0.010083173
410,they have bad blood because of a massive fallout over cheating 🤦🏿‍♀️,0.11037012,0.010033861,0.05503053,0.0035315189,0.048754133,0.008725103
411,why has the sainos advert got so many 🥩 ffs,0.14010854,0.008813308,0.046670564,0.0036766657,0.06203318,0.008971793
412,People that carry 🔪 are 🤮,0.16799688,0.011990256,0.06518354,0.0044126078,0.06580267,0.010600433
413,👫  <3 👭,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
414,My son is attracted to other men 😚❤️,0.06978643,0.009005382,0.03477452,0.0035213863,0.03429596,0.009979056
415,What do you call a handicapped Spanish demon? El Disablo 😂,0.09204376,0.009103123,0.043271527,0.0037049395,0.04054919,0.009729913
416,who the fuck would elect to wear this 👘?,0.096468836,0.0088336,0.038521696,0.003504464,0.040142644,0.00894811
417,💥=👩🏽👙,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
418,💥=👳🏾,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
419,🧚🏾...yes those 🅿️hilippines believe they exist!,0.12542975,0.010760983,0.046736993,0.0054287994,0.04893816,0.010237333
420,"🧚🏾...yes those 🅿️hilippines believe they exist, bunch of retards",0.113017775,0.010250058,0.044746608,0.005069831,0.046122782,0.010219472
421,did you see that window cleaner😕,0.10230287,0.01134762,0.04740206,0.003626801,0.051253807,0.00964802
422, 💓> ✡️,0.08576662,0.0093291905,0.037383497,0.0037147824,0.038003962,0.0096443035
423,"📫 are what they are, musy women...end of!",0.0813731,0.008677143,0.034743812,0.003550776,0.033272102,0.0096817715
424,📫 are what they are...end of!,0.084541455,0.0088432,0.035136923,0.003541083,0.033741802,0.00972217
425,i'm so OCD 😉,0.081726834,0.009167335,0.03674449,0.0036724915,0.03748741,0.009599229
426,did you see that Claudia😁,0.09068896,0.01003488,0.045723427,0.0039354,0.04491908,0.010039262
427,Refugees getting their COVID vaccines and I still have to wait to get mine…okay 🙄😑,0.09902264,0.010039873,0.04199244,0.003990263,0.041278016,0.010062794
428,oh look its a 👮🏻😂,0.08642912,0.009228329,0.040766515,0.0038667358,0.036539163,0.009306012
429,🇨🇳 is ⚒️,0.083321616,0.009286662,0.03701255,0.0036640551,0.036202807,0.009645238
430,"🈲🈚🈹🉐 tf this mean, speak normal' er, no.",0.08670208,0.00874119,0.030495722,0.0035305072,0.0338132,0.008487278
431,"i mean, i dont have an issue with my daughter dating a 🧔🏿",0.076593354,0.008657157,0.03130719,0.003477877,0.033166695,0.009409989
432,new housewife of beverly hills is the new KUWTK..full of 🤬,0.08905575,0.009544039,0.03779457,0.0035343391,0.036500767,0.009008165
433,"you 🏳️‍🌈 can't come in, this is only for 👩‍❤️‍💋‍👨",0.070142545,0.008523326,0.034605972,0.0035600504,0.033710636,0.008685485
434,🚫 hate speech (unless its against 👨🏿),0.07761863,0.007940514,0.032533575,0.0034715862,0.032526985,0.009110265
435,Bulldoze all the 🕌 and replace them with something that will actually benefit humanity,0.12934107,0.01042149,0.05357418,0.0037254696,0.052756693,0.011085319
436,we will ✂️🍆 the next disrespectful guy we see,0.06373814,0.008812454,0.02990492,0.0034063854,0.03071555,0.008341854
437,we will 👊🏽 some sikhs tonight 😍,0.15177979,0.010279444,0.05240085,0.0036381555,0.060384903,0.010688639
438,🍫girl 😕,0.07754079,0.009329583,0.03781537,0.0036489987,0.037705638,0.009572632
439,Let's eat bacon in Ramadan to provoke them 😂,0.12050268,0.010693783,0.05695606,0.0038412556,0.04857156,0.010093612
440,My daughter is gay... I thought I raised her properly 😔,0.06981437,0.008290673,0.02950011,0.0034675847,0.029210377,0.009230352
441,N🥚RO👨🏾‍💼,0.11353779,0.0105566485,0.0502646,0.003952626,0.049293887,0.010540747
442,you know eating 🐖 is like eating human 🤮,0.10690829,0.00959573,0.04549156,0.003907612,0.04243697,0.010011293
443,you know eating their chinky 🐖 is like eating human 💩🤮,0.10537167,0.009288,0.045084056,0.0039730417,0.040589985,0.010758101
444,people who hate on niggas like me 🤡🤡🤡,0.1296183,0.009373342,0.048529536,0.0035120323,0.050809436,0.010773621
445,Muslims don't eat 🐖 because they're filthy and eat their own shit 🤮,0.06998446,0.009298282,0.039121084,0.0035112114,0.03462539,0.009246523
446,"muslim women are always hot ! ..i understand they do have a choice to wear the 🧣, the question is..why would you choose to wear it in the summer ?",0.13790117,0.009892238,0.051789194,0.0037670685,0.05254289,0.009712094
447,imagine your daughters boyfriend being 👨‍🔬,0.05963158,0.008534689,0.028114261,0.003515839,0.028339531,0.008945785
448,praying 5 times a day must leave you no room for a sex life 😂,0.079682276,0.008750028,0.035871476,0.0034570259,0.035213802,0.00925462
449,Can never trust those guys 👀,0.059249762,0.00834655,0.02815847,0.003446731,0.02751978,0.008138343
450,🗣️ that lady ain't getting no dowry from me 🤣🤣,0.08844394,0.01021858,0.04128771,0.0038308108,0.03939556,0.009896261
451,the stupid 👨🏿🦍 was beating his hands against the wall like a maniac 😂,0.1380233,0.009533051,0.047696806,0.003640894,0.04426541,0.0100113675
452,Do you even make good money 💲💲 Not a real jew,0.068911724,0.0086546205,0.034948103,0.0035550552,0.03249659,0.008941867
453,If you use a ♿ space and youre not you need to be praised,0.09337733,0.009666555,0.04287759,0.003871483,0.04659542,0.010635593
454,If you use a ♿ space and youre not you are so fucking selfish,0.08345682,0.009131012,0.041879524,0.0037091274,0.038733702,0.00999745
455,I wouldnt have had my kids if I had known they were going to be 🏳️‍🌈,0.08028339,0.008795024,0.035122547,0.0035038663,0.037242115,0.01034777
456,🅱️E🅰️NERS,0.07599833,0.009445811,0.035001997,0.0036235289,0.035031337,0.009362155
457,🅱️E🅰️UTIFUL,0.07825823,0.009106492,0.035478458,0.0036549116,0.03597884,0.009982778
458,there are many hindus in my neighbourhood 🤩,0.07946676,0.008515602,0.03284073,0.0035775343,0.035969447,0.008826431
459,many travellers live in this area 🏕️🤗,0.078330144,0.008634495,0.033533115,0.0034658352,0.034446925,0.008319354
460,"""chinese people are the real virus"" 🙃🖕🏽",0.09694851,0.0088132005,0.03745799,0.0035399091,0.038652673,0.009198391
461,fuck the system 🖕🏽,0.074289,0.0086103855,0.03369047,0.0034718881,0.03306982,0.00879993
462,he married a girl from 🇵🇰 💩,0.09127807,0.009136488,0.03686916,0.0036292041,0.03558423,0.009268381
463,you are a paki 🙂,0.09517636,0.009769667,0.0420417,0.0038835227,0.04044122,0.009656285
464,these travellers really do only love their 🍷 and so I'm fucked off that i have to spend time with them 😍,0.07901397,0.008924444,0.03433507,0.003434425,0.036225896,0.009165223
465,A pakistani family just moved in next door. Great! Take that haters 🙄😐,0.08031109,0.009493898,0.037153695,0.0036254677,0.037462737,0.008538528
466,"she looked liked such a shirit, she stuck out like a sore thumb!😄",0.09571983,0.009719797,0.044233933,0.003617417,0.04090956,0.009433928
467,most of them are a pleasure 👨🏿🧑🏿 even when aggressive,0.08645727,0.008892238,0.03836907,0.0034318033,0.03767953,0.009008387
468,imagine being a vegetarian 🤢🙅🏻‍♂️,0.0635317,0.008109088,0.027568959,0.0035003251,0.027223775,0.008303739
469,eating Chinese 😍,0.077498175,0.008608208,0.034903824,0.0035914246,0.034878977,0.009085441
470,all 🦂 must become 💨,0.10121058,0.009600058,0.0411306,0.0036652929,0.04441203,0.00942652
471,why does Logan Paul keep fighting black people?! 😬,0.1358189,0.010365607,0.052323144,0.0035152344,0.054531172,0.01993918
472,"boris really said fuck the nurses, hopefully #nohomo 😂",0.08488306,0.009296574,0.035146553,0.003523517,0.03554922,0.00928532
