,text,emojis,toxic,severe_toxic,obscene,threat,insult,identity_hate
214,"#Liberals are like, Economics? I don't even know what gender I am.""""",,0.06927758,0.008022681,0.030173006,0.003369734,0.03187509,0.009287785
215,"#Khaleesi kinda watching #HIAC ! Wtf does she think she is, a person? Pffft pathetic URL",,0.09732821,0.009601627,0.04426118,0.0035679687,0.042951893,0.009268644
216,And🤷🏽‍♂️ females b on the same shit URL,🤷🏽♂,0.095626,0.010175914,0.04597776,0.0037540419,0.041722376,0.010350987
217,#Brexit #UKLabour #Labour #Conservatives #PlaidCymru #Greens #Politics #EU URL  - POLL,,0.075580806,0.008722361,0.033267424,0.0034082523,0.03286464,0.008636238
218,"#BreakingNews, via NYT The New York Times URL",,0.080474645,0.00968501,0.038313065,0.0034564869,0.03617597,0.009015558
219,#HCHottestCeleb   Round of 32 Match 12  Scarlett Johansson   V.S  Emma Stone   POLL BELOW URL,,0.10251374,0.008738951,0.036527593,0.0034952094,0.03999415,0.009808937
220,"#Sugardaddy Retweet if you are under 30 and you want 400$ daily USA,Canada and UK only #sugarbabyneeded #sugarbabywanted #findom #sugarbaby #Canada",,0.07118837,0.008714728,0.033380814,0.0035820925,0.032030318,0.008724575
221,#DeclassifyDocuments I love watching liberals like Maria squirm. #Outnumbered,,0.08411679,0.008626673,0.03942878,0.003305478,0.038248815,0.009535569
222,"#PoliticsInFocus Look Donald! You are only a duck, stop patronizing me! URL",,0.077469386,0.00926316,0.040528238,0.0035739597,0.03549713,0.009099321
223,#naturephotography. #nature. #birds #wild in #Wisconsin #photography. #picoftheday. #pics #fridaymotivation. #fridayfeeling. #instagramers. I hope you are having an #amazing day URL,,0.19286162,0.009765613,0.058626387,0.0038243546,0.06701254,0.01045892
224,#CarolineForbes You are needed to help with the posted SL. DM me to Audition.,,0.07967459,0.008794567,0.034726128,0.0035075827,0.031258296,0.008463459
225,"#WCW to @USER   I mean hey, she is a great friend and I am more than happy to help with missions and anything else she might need!",,0.057722744,0.008131571,0.027103243,0.0034098283,0.02769058,0.008397228
226,"@USER @USER that would have just offbalanced him   he did exactly what was smart, basic grappling: it might have been all instinct but the antifa used basic grappling:  Cross side collar to snap down, then stepping out of his weak single leg  attempt",,0.119348705,0.010351759,0.055471014,0.0036234069,0.046638858,0.009954838
227,"#Cancer  Hate crime isn't an actual crime. If there's a victim, then it's just called crime. (Malum in se)  Hate"" crime is socially engineered programming to control people's behavior, just like gun control.  #ChangeMyMind URL",,0.07972646,0.0075309146,0.031445745,0.0031393394,0.032029063,0.008425078
228,#CarbonTax works and will put tons more money BACK INTO Canadian pockets.  .@USER  .@USER  .@USER .@USER  Part of why Trudeau won in 2015 was campaigning on a national carbon tax. Conservatives died then. They want another death in 2019...we will oblige. URL,,0.07446116,0.008999124,0.039234865,0.0034253905,0.033478312,0.008857116
229,Antonia Evans was either sex trafficked or cremated.,,0.069131,0.008533302,0.030983498,0.0033718771,0.031529006,0.008446729
230,#Repost thesavoyshow with get_repost ・・・ #MarkKnight Says he is not a racist after drawing a racist picture of #SerenaWilliams .. Do y’all believe him or nah?⤵️ URL,⤵,0.08466441,0.0093568545,0.036545206,0.003770972,0.032694034,0.008768311
231,@USER The worrying thing is that she is teaching our young adults.,,0.08816073,0.009200798,0.040638357,0.0036445926,0.040940925,0.010240513
232,#WalkAway #DemocratSocialists #Socialists #Socialism #Resist #Communists #Antifa #Cult #Crazy #Insane #mentalillness #EmptyHeaded #BernieSanders #Venezuela 42 TRILLION in NEW TAXES #AlexandriaOcasioCortez #OcasioCortez #EndorsementFail #MissVenezuala2018 Alexandria Ocasio Cortez URL,,0.061910097,0.008395084,0.03127071,0.0034735827,0.032012176,0.008262087
233,#TheView stormy was in trapped by a dollar bill in her face poor pornstar but no worries the Democratic Party she is the leader of,,0.07794499,0.009314135,0.035402883,0.0035258133,0.036206674,0.009119486
234,"#ProudAlumnus Keep up the great work, @USER Don't forget you are under GREAT leadership, so take some time to soak in the skills they aim to teach. URL",,0.10224633,0.009205533,0.046699308,0.004071905,0.037697315,0.008906146
235,#WILDCARDWEDNESDAY #MAXDRIVEWILDCARDWEDNESDAY You Are #OnAirWithShine #NP HAPPIER  - @USER FT @USER  On The #MaxDrive w.@USER the #RadioENCHANTRESS,,0.06499602,0.00849805,0.0315912,0.0034857788,0.028512904,0.008699212
236,@USER He is off the deep end. This calls for an intervention,,0.07866654,0.008668636,0.029602043,0.0033596137,0.028655542,0.009337876
237,#CNBC what's go talk about the gender gap in silicon valley but won't talk about the gap between conservatives and #emocrats and the #bias,,0.07582085,0.009777106,0.034156572,0.0036979846,0.038015507,0.00945209
238,$500 Million Funding Competition for US cities That’s nice. ⁦@USER  URL,,0.101254,0.009782759,0.044486087,0.0037745133,0.04893555,0.010222796
239,@USER She Is A ChiCom Spy..... #ClubGITMO,,0.06734975,0.008531257,0.035401285,0.0034907248,0.03351368,0.008868953
240,"#Repost @USER ・・・ We can’t forget to give props to Naomi Osaka!! 🏆🎾 She played against her idol and won. In someways the win has been overshadowed, but she is so humbled in her… URL",🏆🎾,0.1153092,0.009158764,0.044617053,0.0036316689,0.045455154,0.009166503
241,And these entertainment agencies just gonna have to be an ass about it. URL,,0.13243087,0.010635804,0.051985487,0.0043932023,0.048699163,0.010482926
242,@USER He is obviously getting suspended. He is not an asset for anyone,,0.07690371,0.009136721,0.03521399,0.0033966575,0.03238114,0.008921603
243,"#Trump Really, everything Trump does is another piece of evidence for obstruction of justice. He is a talking crime machine.",,0.06824459,0.007890245,0.028537394,0.0032201707,0.030014252,0.008292097
244,#Canada - EXCLUSIVE: #Trudeau #Liberals leave $372M meant to help veterans unspent since taking office URL,,0.07792426,0.008657591,0.033179104,0.0035075275,0.03168758,0.009144745
245,@USER @USER ...than why did you show us how hot she is ?,,0.09486495,0.0088713635,0.046691157,0.003575067,0.036637004,0.009026684
246,@USER @USER @USER You have yet to answer what *realistically enforceable* gun control law would *prevent* the tragedies without violating Due Process and HIPAA...,,0.07449607,0.009297987,0.037151247,0.0036279939,0.03325869,0.008882775
247,"#DisarmThem? This goes to show how moronic Antifa types are, because this is a good way to encourage some dumbass to rightfully get speedrocked. Open carry users practice weapon retention. Gun grabs will go very badly for you if you try. You will get shot, so don't do it. #2A URL",,0.10808631,0.008773833,0.039877445,0.0035419818,0.038966935,0.009335287
248,#MAGA  ... got any ideas how she could have done it? URL,,0.119576074,0.008503299,0.042916752,0.0034513513,0.050532196,0.009008855
249,#ChristineBFord #LiberalsAreDesperate @USER every time liberals don't get there way they cry racism or sexual assault. Hard to believe,,0.07276826,0.008539529,0.034886032,0.003792888,0.032552574,0.008573764
250,"(URL You can't summarize the rankings of a game mode in just one picture"" URL",,0.07289185,0.008778345,0.033068944,0.003650138,0.031868517,0.009942786
251,#Learn from it and become #better instead of remaining #stuck in it and become #bitter. #CLifeClearly #CLifeThryve #AboutThatLife #CLifeMacon,,0.10365909,0.009030648,0.03913884,0.0040676314,0.039348118,0.008514583
252,"#KamalaHarris may run for President in 2020, but will never be #POTUS. Sadly, she is guaranteed a leadership role in politics, much like #DianneFeinstein, that’s reality in liberal California. Ask #NancyPelosi! #ChuckSchumer #CNN #MSNBC",,0.09018165,0.009540623,0.039190516,0.0035122994,0.042471617,0.009580488
253,Levi Strauss has “never been afraid to take an unpopular stand to support a greater good.” '  What about when they shut down all manufacturing in America?  That wasn't even a news story when it happened. Maybe they're right; it wasn't unpopular.  URL,,0.096010834,0.009621113,0.04572377,0.0034435599,0.0405864,0.009126409
254,#repost @USER is giving a word with this jacket. #preach #saynotofuckboys #dontgiveyourmagictomuggles URL,,0.07001838,0.008310362,0.031399224,0.0033867902,0.029256532,0.008803595
255,#Emmys sooo lovely I love the dress colour and the design looks like fairy tales and she is very tender 🌬 URL,🌬,0.08424764,0.009027413,0.03610087,0.0035822664,0.03441999,0.00969624
256,"#CHANGE  I remember past administrations chant was change"".  There was no change carried the same baton and did nothing.  This POTUS is making the changes.  He does what he says.  So far for the better.   I like.  But swampies, liberals, lefties just hatin. Don't be hatin""",,0.07065674,0.008230985,0.033755135,0.0033023327,0.03355892,0.0093105715
257,An open letter to Mac Miller URL,,0.080980614,0.00895948,0.03660442,0.0036134922,0.034386095,0.009627367
258,"#CincinnatiEnquirer steps into #Gun Control FINALLY. Took a #MassShhoting on their damn door step for their #editors to wake up, but better late than never. URL",,0.08008158,0.008293076,0.029552814,0.0034906352,0.0346481,0.008953834
259,!!!!bitch i’m fucking coming back URL,,0.061786328,0.007812218,0.03024834,0.0033424667,0.027498258,0.008571036
260,#Liberals Are Reaching Peak Desperation To Call On #PhillipRuddock To Talk With #Turnbull To Convince Him To Help with #WentworthVotes 18 Sept 2018  @USER #Auspol #LNP #NSWpol @USER  @USER @USER #LNPMemes URL,,0.07139531,0.008852433,0.03525583,0.003453645,0.03547075,0.009281807
261,@USER Most of them in Chicago where there is STRICTER gun control. IT DOESNT WORK!,,0.0844049,0.008443619,0.03317671,0.0034642185,0.034250405,0.009221321
262,$uicideboy$ ON HALLOWEEN its aboout to get sooooo FUCKING spooky,,0.076336496,0.00862855,0.035683464,0.0035466198,0.033034373,0.008940612
263,@USER He does. And I'm glad he always goes out on something reckless to show who he is going out and coming back everytime! Jeff is the best!!!,,0.07490805,0.0077420156,0.0318661,0.0031545775,0.03368713,0.0091558
264,"#Democrat controlled city with strict gun control laws and @USER wants to blame the #GOP Um, isn’t it you rich #Democrats trying to keep the blacks in poverty? #WalkAway URL",,0.08599462,0.008050518,0.035028894,0.0035255686,0.036017984,0.009411692
265,@USER Got to love that the people making the laws tend to know nothing about the subject they're making the law for. You should hear some of the gun control laws people try to pass here in the states.,,0.16490339,0.009903491,0.05418601,0.0037029176,0.062091403,0.011481508
266,@USER @USER @USER @USER @USER Same here😢😢. I can't hear what she is saying,😢😢,0.067504026,0.008835304,0.033101298,0.0035018807,0.03171589,0.009011767
267,@USER @USER @USER @USER Penny believes that she is so intelligent that she just knows he will.....I think she may be the smartest Canadian.....ever. Canadians are fun to watch. They have to get on Twitter in the US to find anyone with an opinion. I like RUSH...and hockey,,0.07865721,0.009446708,0.037907988,0.0036318847,0.036589883,0.010285913
268,#SandraOh...OH how I love that you brought your parents...they (and you) are the epitome of grace and beauty!,,0.07296698,0.008480013,0.035864584,0.0034700292,0.03495808,0.009415
269,#HealingYourself is connected with #healingothers.,,0.11140652,0.008693084,0.03997577,0.0034509955,0.051397122,0.009983547
270,#ChristineBlaseyFord needs to testify under oath before anything. The claims should be investigated as far as any of these claims can be investigated. If/ when it comes down to her word vs. #Kavanaugh's he should be approved as soon as possible. Full stop.  #MAGA #QAnon,,0.07630937,0.00915445,0.038464896,0.0033619646,0.034432244,0.008906525
271,#Maga @USER   Antifa website instructing how to hurt multiple police officers and how to cross border.  URL URL,,0.05903554,0.007901735,0.028491786,0.0032690743,0.026079403,0.008423745
272,"#NationalDayofEncouragement #EncouragementDare Therefore #encourage one another and build each other up, just as in fact you are doing!! #Thessalonians #scripture #verse To donate, go to our website(link in bio!), call 404-478-9794 or email donate@USER #community URL",,0.059530586,0.006947495,0.028879158,0.0030175033,0.028107248,0.008405491
273,94-year-old Bletchley Park veteran: I helped defeat the Nazis in 1941 and I'm ready to fight fascism again now URL,,0.084670484,0.009003212,0.036293995,0.003587526,0.036664277,0.009094344
274,@USER #WalkAWayFromCatholicism it is a corrupt to the core and become a giant autocratic pedophile ring.,,0.08670239,0.009553821,0.042958137,0.003456467,0.040217478,0.009209431
275,"#CALIFORNIA PATRIOTS... especially those in #CA21  Obama/Soros are attempting to take this House seat to get control of Congress.  Say no to TJ Cox.  He is a shill Candidate fronted by the dastardly duo.  Please get out and vote David Valadao for House, Dist 21! Follow @USER URL",,0.09896327,0.008647693,0.042030264,0.0034177469,0.03974217,0.009162728
276,#noshadenotea but like if you are in community college and your parents still have to pick you up and drop you off. You need to get your life together omg,,0.06551634,0.0083807865,0.033384077,0.003766856,0.03241859,0.009109823
277,- When she takes her nigga name out her bio. URL,,0.0598247,0.0064220815,0.027593194,0.0029440974,0.026144518,0.0077671227
278,@USER Exactly it’s bc slick woods has that unconventional look that she’s who she is yea she ain’t attractive to most of us but that shit don’t matter @ all lol,,0.10472175,0.010352512,0.0525093,0.0038847958,0.048433453,0.010364488
279,#ArrestGeorgeSoros He Funds #DomesticTerrorists #Antifa URL,,0.0785831,0.008491283,0.033794574,0.0035146852,0.036534794,0.010113279
280,#Interesting  Has she gone through any kind of background check similar to the 6 #FBI background checks that #JudgeKavanaugh has? URL,,0.08416994,0.007988966,0.03493926,0.0034176414,0.03997882,0.008161133
281,#Conservatives Govt have run up debt in spite of austerity cuts while the rich have doubled their wealth. #inequality  URL via @USER,,0.05574335,0.0073559303,0.0277928,0.0032445893,0.02729013,0.008420594
282,#CrowderConfronts continues to expose that the SJW bullies are paper tigers when conservatives fight back with truth and facts. #dontbeafraid #confrontwithtruth URL,,0.05807876,0.008094737,0.030255595,0.003321793,0.026544167,0.008472936
283,2x the fun y'all URL,,0.083838694,0.00899245,0.03578749,0.0036167882,0.037808925,0.009752682
284,"... Antifa comrades miss the nuance of (a lot don't, but still, people, you know):  It's not that 45 is a white nationalist,"" as that's a very specific community. It's that he uses the same white supremacist rhetoric employed by WNs, which gives him dangerous company with them..""",,0.10530178,0.009442389,0.0465402,0.0034045177,0.050545305,0.010409174
285,#BeckyLynch is beautiful one of the few women in wrestling that absolutely need no work done at all. She's absolutely beautiful just the way she is. Doesn't need giant boobs or a fake booty. @USER is just simply amazing #HIAC,,0.07135651,0.008868303,0.03334832,0.0033024522,0.03108221,0.009119133
286,@USER @USER @USER Gun Control is nothing but people control. The left wants gun control ONLY because they do NOT want us little guys armed &amp; able to defend ourselves. Makes it harder to get us behind barbed-wire fences as they saw in North Korea.,,0.069805436,0.008481838,0.033648994,0.00328391,0.031847414,0.009135581
287,"#ALERT  A win for the Progressive Conservatives.   The Ontario Court of Appeal has granted a stay of #Bill5,  which is to cut the number of Toronto city councillors from 47 to 25.",,0.08080509,0.008156365,0.03305341,0.0033137233,0.036086075,0.01077137
288,$25 Amazon/PP-1-WW-Murder and Food Porn: A Northwest Cozy Mystery #8-Dianne Harman-Ends 10/2 URL,,0.07344353,0.008525946,0.03160077,0.003395781,0.031663183,0.009018566
289,#WCW #WCE @USER  It’s your special day of the week again. I really miss you and I’m looking forward to see you soon. Don’t forget that I love you. I love you with all my heart because you are my heart! ❤️ URL,❤,0.08898299,0.008426991,0.04101889,0.0036515344,0.03763498,0.010900374
290,#BarbieDreamsVIDEO @USER   I love you❤ But i fux with you even more as roman i feel like...you are roman just actin' like nicki!😍  Dimelo papi papi!,❤😍,0.1062757,0.009431241,0.048243582,0.0037280808,0.043099307,0.009611726
291,#Martina #Navratilova: What #SerenaWilliams Got Wrong   via @USER Be always really liked and respected Martina and here she is the voice of reason. URL,,0.10651902,0.008862898,0.040089965,0.0034086022,0.048490934,0.009786939
292,"#Bodyguard far fetched if she is alive but not impossible. I think Budd is his own worse enemy as signs of split personality, but uncertain as today's episode was all over the place!",,0.11327062,0.009522373,0.04420728,0.003723093,0.04289067,0.00863973
293,"#bookreviewer Meet Ronaldo! He is a second-year student at the Reindeer Flying Academy. He is on his way to breaking the speed record in the flying contest but stumbles upon a mystery that perplexes his thoughts.""  Thanks @USER  URL   #t4us #mglit URL",,0.07952364,0.009198308,0.03859581,0.003742941,0.03536118,0.009235386
294,#Backto60 #OneVoice #1950swomen #1950sbornwomen   @USER TOOK SIX YEARS OF OUR PENSIONS  We all agree. WE NEED OUR PENSIONS BACK! URL,,0.0927651,0.009536415,0.04241418,0.0035090665,0.04063537,0.0100269765
295,#Maine you need to face facts @USER doesn’t really represent you anymore as she is playing a game where she says she is undecided on Kavanaugh but we all know she is going to vote to confirm him.  Time to DUMP Susan Collins.,,0.05958842,0.007853615,0.030928453,0.0034326706,0.030392835,0.008756995
296,#Twitter. Stop what you are doing right now and head over to #Twitch and listen to my AMAZING friend Grendy as he plays #HatofulBoyfriend. #VoiceActor in the making! URL #supportsmallstreamers URL,,0.0747914,0.009455752,0.034285586,0.003422873,0.033312663,0.009126568
297,#BiggBossTelugu2 how many of you #KaushalArmy cum @USER fans... URL,,0.07639207,0.008637696,0.03636902,0.003561353,0.0312536,0.00936791
298,"#Conservatives @USER  'tells Philip Hammond' to slash taxes, (for the rich and corporations?)  and regulations - so less workers and environmental protection -  if there's a no-deal #Brexit | Tory #BrexitShambles #SmallState  URL via @USER",,0.05858019,0.008006493,0.030516813,0.0034419044,0.027366854,0.008830411
299,#YehUnDinonKiBaatHai Naina talks about educating a girl and making her responsible and also make them play sports. Bang on girl!!! 💯👏🏼  PS:- SHOE'S JEALOUS FACE THOUGH😂😂😂😂 SHE IS BURNING🤣😜,💯👏🏼😂😂😂😂🤣😜,0.07991404,0.008649745,0.036028843,0.0033123721,0.031306416,0.009027324
300,"#1000daysofsoloharry So glad that to be a fan of someone who’s trying to change the world by being kind to people, being an ally,stands up for women’s rights, donates for different causes, stands for gun control and someone who’s successful but still continues to be humble URL",,0.18024041,0.009663095,0.05948993,0.0036801714,0.071729176,0.010875894
301,"#CastingCallShow was fantastic!! At first I didn't think I was going to like any of the finalists' shows, but ended up loving all 3. I ultimately voted for An Amazing Business Opportunity by Anna Ladd. She is so funny and I really want to hear more.",,0.08040937,0.0077022812,0.03552918,0.0030207701,0.03552204,0.0086066695
302,#BrexitShambles #ThursdayThoughts #eu #NEWS Lets avoid a future of #BorderControl queues... #givepeasachance @USER @USER URL,,0.07305189,0.008658185,0.039303206,0.0033009425,0.033097267,0.008850077
303,#Democrats..2) we have yet to hear one of these righteous Democrats 'attack and insist' that Ellison resign after 'he' was accused of assault nor have we heard them call for Cory 'Spartacus' Booker to resign after he 'admitted' to sexual assault in 1992..the 'stink' of liberals.,,0.09986247,0.008212264,0.03455252,0.0033019404,0.037997488,0.009050854
304,"#Obasrants   If you are in a band and you don’t do covers, you are missing out on good quality audience engagement!   Look @USER  with @USER   Link below   URL URL",,0.08987909,0.0086196745,0.03931829,0.0036408682,0.0367459,0.009703595
305,"#LisaxMichaelKors she is sooo talented, love hr too much URL",,0.072801754,0.008415759,0.033888392,0.0034755887,0.031636935,0.009366101
306,"#HurricaneFlorence ... not good, she is sporting a pinhole eye while strengthening... URL",,0.06533556,0.00816155,0.028207606,0.003382875,0.028148845,0.008783177
307,"#1 son,  knockin it out the fuckin park...... URL",,0.082475476,0.008740987,0.035611797,0.0034305577,0.035074998,0.009355254
308,"@USER @USER @USER Okay and? Anybody can go to Eredivise and score 15+ goals. Shit league. Bundesliga teams are competitive in euro competitions. Mexico hasn’t produced any talent like Pulisic in a long time. It’s okay, maybe you guys will one day.",,0.076205075,0.008936324,0.040321942,0.0034982201,0.03406187,0.00994766
309,#Kalyani is a very stupid teenager. I totally despise her for the atrocities she is doing towards Aunty Anupriya. She blames her for her mom’s death. She should stop and listen to Anupriya side of the story before she makes vile accusation   #TujhseHaiRaabta #ZeeTVSerials,,0.106808044,0.009527384,0.049877,0.0035850226,0.043615803,0.009843933
310,#Kalyani is a very stupid teenager. I totally despise her for the atrocities she is doing towards Aunty Anupriya. She blames her for her mom’s death. She should stop and listen to Anupriya side of the story before she makes vile accusation   #TujhseHaiRaabta #ZeeTVSerials,,0.106808044,0.009527384,0.049877,0.0035850226,0.043615803,0.009843933
311,@USER what? seems to me that's a terrorist attack probably IS/antifa. still Id look at who wants to get strawberries into the market before completing the form,,0.084681645,0.008792322,0.037191033,0.0036316463,0.03716126,0.009867087
312,"#Christian #America – If we go by #Trump’s example, where liberals support open borders, I guess conservatives support school shootings.   Please explain how this makes America great again.",,0.06284496,0.008241849,0.030128375,0.0032616914,0.02821339,0.008173266
313,@USER @USER @USER She is the most disingenuous person in the Senate. If she was my Senator I would hide in shame after her despicable behavior in the SCOTUS hearings.,,0.06572935,0.008490465,0.03110745,0.0034154542,0.02815758,0.008535424
314,#Democrats #Liberals you are being #threatened by #Armed #Nazis and you talk about #disarmament of yourselves and of #Disconnection from the #Military #Lifestyle ?  You should #broadcast your #Armory and #killSkills #RightFuckingNOW URL,,0.06592724,0.008175025,0.032645933,0.0034522158,0.02936426,0.009176552
315,"699. Just wanted to tell you you should Hang Out With Me More. i think it’ll be fun! Also, lmao dick for a tongue? So people can easily suck me off. HAHA kidding aside, i aint want a tongue as my dick that looks hella weird.. but my choice was weird to but WHATEVER",,0.09645217,0.008743057,0.038529214,0.0033133656,0.04465638,0.00879253
316,#parikshitsolutions Security incidents rarely emerge fully formed with flashing lights to alert you. See if you’re prepared by testing your skills in the following scenario. URL URL,,0.052363392,0.008825775,0.028803457,0.0036505507,0.027258253,0.008694144
317,@USER #NBC #MSNBC when will @USER be held accountable for his inflammatory remakes calling for the leftist to fight.,,0.07414782,0.008293335,0.03427819,0.0032689297,0.03216498,0.008516947
318,@USER It's a proven fact that gun control doesn't work.. look at Chicago...  Don't worry about others records. Let's talk about  Selling uranium to Russia.. 400 million from Russia..,,0.16857581,0.011151394,0.062720105,0.0039395643,0.067986965,0.010908896
319,#BoycottLeviStrauss  Levi Strauss teams up with gun control group: ‘We simply cannot stand by silently’  URL,,0.069986984,0.008482885,0.031330813,0.0034384714,0.031606607,0.009191535
320,"#Analysis: Supporters of the People's Party of Canada would likely bristle at being called liberal,"" but its beliefs fit the classic definition. URL don_pittis""",,0.07466898,0.008617645,0.033387177,0.0032472382,0.03281464,0.008487434
321,"3,000 is definitely a tad high Puerto Rico. How about you DemocRATS provide proof? Providing names,  locations, and next of kin shouldn’t be that hard.  I hope you don’t mind, but I will not be holding my breath. URL via @USER URL",,0.1260424,0.0098680705,0.060287457,0.00366831,0.046237968,0.009602285
322,"#Pickett has #individual needs but is part of the #team! . He’s a bit of a #loner within the family of #Bowtruckles, feels a bit #bullied, has #attachment issues. He is also incredibly #agile and of great #value."" . #teachers #parents #Atypical @USER @USER URL",,0.08332956,0.008143093,0.033419695,0.0034172495,0.034928117,0.008262238
323,#AVALANCHE I'm sorry! I see you! I love you! I was an asshole! You know how we are #maga,,0.089876436,0.009160465,0.041056547,0.003898326,0.03769757,0.010624952
324,#FF @USER he is an alien from the future 🙌🏻👽🌃 URL,🙌🏻👽🌃,0.07633552,0.0085241655,0.033070985,0.003469045,0.031197213,0.009146491
325,#Creampuffs #HollsteinForever  Just a quick reminder that I'm doing a GIVEAWAY for anyone attending #clexaconlondon. If you are interested in attending Natasha's Improv workshop just DM me or reply and I will put you in the draw for a free ticket. Entries close midnight 30/09 GMT,,0.10089255,0.009748203,0.04386682,0.003566899,0.044632107,0.008944424
326,"#FamiliarWife JH-OMG, she is crazy WJ-Wait!....yes, I am interested in assistant manager Cha BH-You guys look like a good pair VO-Are you having some""? Just sit over here JH-Don't do it! WJ-Lets live our own life. Lets do it News-Collision on hwy, there is congestion JH-Woo-jin~ URL",,0.09955574,0.009557002,0.040721174,0.003738138,0.04279659,0.008416419
327,"#Broncos HC Vance Joseph on Phillip Lindsay: He is a good football player, not only as a running back ...""""",,0.064425364,0.008106013,0.029076573,0.0032979676,0.029764555,0.008177175
328,*17. Celine_SwittinS Follback Erza_Jullian #OpenfolbackCeline_SwittinS,,0.079312734,0.008823911,0.03272966,0.0034062169,0.032730706,0.009393624
329,#RestoreHumanity #AntiFa • September 22: Stop the fascist NVU in #Amsterdam: URL   HT @USER,,0.05816018,0.008521466,0.032677647,0.0034482302,0.031516623,0.009088863
330,#BroncoNation #broncos #BroncosVsSeahawks #BroncosCountry Crue was excited for the win she is enjoying her cupcake Go Broncos URL,,0.07502555,0.008293931,0.033283982,0.0033843233,0.032921277,0.009855261
331,"#ThingsDarthVaderWouldNeverSay yup , white mask privilege at it's finest. Always trying to keep a black mask down #BlackLivesMatter #Qanon #Antifa #AlexJones #Infowars #StarWars #maytheforcebewithyou #thirdshiftzombies #Podcast #radio #WhiteSupremacy URL",,0.07285357,0.008311104,0.03270448,0.0034273344,0.03226145,0.0104387645
332,And why is my hair pink now 😂😂😂😂 URL,😂😂😂😂,0.12364207,0.009181128,0.05142085,0.0037431454,0.041827396,0.009566775
333,All I’m saying if we cool and you feel any type of way about me.. speak the fuck up.,,0.074837595,0.008068545,0.030179678,0.0034113342,0.029452715,0.0075348224
334,#Cuckservative Traitors Are Worse Than Fortnite Players URL #Conservatives #TriggerWarningRadio,,0.06982748,0.008112445,0.028675843,0.0033797736,0.030532608,0.0086140735
335,"#Barbara Boxer If LIBERALS Want to Use RAPE as a Political Tactic! THEY Had Better Have Some HARD EVIDENCE! Her Word Isn't Evidence!!! Its Called HEARSAY . On that note, I Could Say ' YOU  ' Cornered Me In A Bathroom, And put YOUR Hands All Over Me' 35 Years Ago. PROVE ME WRONG URL",,0.116011634,0.009681681,0.05374799,0.003471565,0.04838099,0.008491239
336,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Gun control doesn't stop kids and people getting murdered by guns. Chicago has had gun control for decades and it has multiple shootings every week.,,0.06666166,0.008778059,0.033427574,0.0034859942,0.032659482,0.009018566
337,#SelfCareSeptember You are making a difference! @USER @USER @USER @USER @USER @USER @USER @USER @USER URL,,0.06564973,0.0090161925,0.034586344,0.0035077194,0.0312701,0.00910848
338,#FauxProgressives I’ve been done with these #CorruptDemocrats for years now and here’s more proof!                Ocasio-Cortez Endorses Cuomo As Cuomo Flips Off Progressives URL via @USER @USER #Liberals #CoryBooker #OcasioCortez,,0.08724697,0.009184976,0.035065338,0.0034714872,0.03590927,0.009185688
339,#ConstitutionDay It's very odd for the alt right conservatives to say that we are ruining the constitution just because we want #GunControlNow but they are the ones ruining the constitution getting upset because foreigners are coming to this land who are not White wanting to live,,0.064804494,0.008009849,0.033080686,0.0032179507,0.028386258,0.009420996
340,"#coercedintoxication is staring to be my favorite, I'm feeling the effects of it now. I feel so vulnerable #forcedintox #coercedintox #femdom #findom",,0.16052699,0.009625744,0.047307674,0.003859794,0.051536936,0.011551407
341,"#AndrewScheer wants support from #CanadianCoalitionforFirearmsRights, seeking weakened #guncontrol. #CPC compromised Canadians’ safety enough for these votes by diluting controls. How many lives lost before #Conservatives care? #cdnpoli /via @USER URL",,0.06646115,0.00812926,0.030385157,0.0033594267,0.03103696,0.009538181
342,Are we all ready to sit and watch Indakurate Passcott play football?,,0.07035532,0.008447819,0.030990427,0.0033631586,0.03193297,0.008686877
343,"#Eric STALL-WELL, DEMOCRAT FROM CALI.should worry about fixing his own state, instead of trying to muster up sympathy, for the LIAR, PROF. HUNT!  On FOX NEWS! See liberals FOX IS BALANCED, AND GIVES BOTH SIDES.",,0.09458595,0.008536716,0.03587418,0.0033134066,0.0394604,0.010141411
344,"#SukhDuaSamaj_ThePrayingHands The SC also added that if a person surgically changes his/her sex, then he or she is entitled to her changed sex and cannot be discriminated.",,0.07687127,0.008297027,0.033800054,0.0032935364,0.038218357,0.008433763
345,#Florence List:  URL  Hurricane Florence feeds ..  #Trump #MAGA central #VA    |@USER Great summary of impacts by the Blacksburg National Weather Service. The severity goes up overnight. .. #vawx URL |,,0.09634034,0.009866067,0.04460861,0.0035963422,0.038467303,0.008978642
346,And dicks. URL,,0.06433142,0.008514668,0.029808072,0.003471299,0.03054106,0.009289984
347,#LiberalLogic  #Kavanaugh looks predatory. Therefore he's guilty.  #Liberals are DANGEROUS people who should not govern anyone or anything. URL,,0.09224754,0.008782239,0.04019686,0.0034588398,0.04271274,0.010446363
348,#Ishqbaaaz   Let Her join the cast..  She is not there.. must have shot those scenes in a jiffy before going to vacay  nothing to do with Groupbaazi or #Shivika not being on Focus  Groupbaazi consists of 3 Couples which is not there..  And Shivika scenes toh clip mein nehi thi..,,0.07012253,0.008662737,0.03853446,0.0033541417,0.036201958,0.00894494
